epoch,train_loss,val_loss,lr
1,0.7765137652189529,0.7761389438224875,0.001
2,0.7447016421719231,0.7824039310216904,0.001
3,0.7264771791401824,0.7801684293410053,0.001
4,0.7164136686008354,0.7582397775157638,0.001
5,0.7045191040338186,0.7641114650861077,0.001
6,0.6963663503692599,0.7295497199115546,0.001
7,0.6844940304316278,0.7470910613951476,0.001
8,0.6776864698012377,0.7589333297117896,0.001
9,0.6806206804359971,0.7272129784459653,0.001
10,0.6769912874126787,0.7707036053356917,0.001
11,0.6709242223373638,0.7509363886454831,0.001
12,0.6640669446149875,0.7338545451993528,0.001
13,0.664047469512123,0.732064205667247,0.001
14,0.6573494131714656,0.7275388833621274,0.001
15,0.6538864171812895,0.7236029994876488,0.001
16,0.6531192134667146,0.7681618945106216,0.001
17,0.6489524522390753,0.7507367211839427,0.001
18,0.6476599662066386,0.7316178446230681,0.001
19,0.6449000463714459,0.7099868574220202,0.001
20,0.640353759276471,0.716545753504919,0.001
21,0.6338284877833406,0.7402913891102957,0.001
22,0.6284535494237808,0.7508461439739103,0.001
23,0.6245777120889333,0.7217642065623532,0.001
24,0.6239130715822382,0.7108815156895182,0.001
25,0.6241752626271265,0.733607705520547,0.001
26,0.6197757870508736,0.7315450006205103,0.001
27,0.6162822577566238,0.7310306459017422,0.0008
28,0.6018167223877573,0.7136500963698262,0.0008
29,0.5947921389363349,0.7096801539478095,0.0008
30,0.5935928058360336,0.7307934544008711,0.0008
31,0.5878541355203438,0.719573048469813,0.0008
32,0.5832538437579391,0.7232338688943697,0.0008
33,0.5816404285026212,0.7174634768263154,0.0008
34,0.5794919622560268,0.7103285582169242,0.0008
35,0.5796800129308032,0.7207690529201342,0.0008
36,0.5779716226227609,0.7157376661248829,0.0008
37,0.5750847860236009,0.7113422949029051,0.00064
38,0.5659652334737602,0.7163157453355582,0.00064
39,0.5575345501688573,0.701732143111851,0.00064
40,0.5566004875401289,0.6884603947401047,0.00064
41,0.5536410964723003,0.701051071934078,0.00064
42,0.5519303037231699,0.7110634455862253,0.00064
43,0.5522772024258477,0.6950842491958452,0.00064
44,0.546603811513014,0.6989428699016571,0.00064
45,0.5468904399124018,0.706299696603547,0.00064
46,0.5474424495248337,0.7035927626749744,0.00064
47,0.544325245592427,0.7011113578210706,0.00064
48,0.5444971835481285,0.7204172876865967,0.0005120000000000001
49,0.5350628142207311,0.7085791891035826,0.0005120000000000001
50,0.5335339917028082,0.6896159810864407,0.0005120000000000001
51,0.5272880938880118,0.7122884383020194,0.0005120000000000001
52,0.5280054929731517,0.6885992042396379,0.0005120000000000001
53,0.5215613437314754,0.6981003682898439,0.0005120000000000001
54,0.5252730458205036,0.6843834380092828,0.0005120000000000001
55,0.5231990901086603,0.7038394718066506,0.0005120000000000001
56,0.5209001509465855,0.6897242266846739,0.0005120000000000001
57,0.5219259962604494,0.692958349119062,0.0005120000000000001
58,0.5222760471910568,0.7225897367233816,0.0005120000000000001
59,0.5183253754548921,0.6883107595469641,0.0005120000000000001
60,0.5160486504600497,0.7067486766887747,0.0005120000000000001
61,0.5161527364456345,0.7108856092976488,0.0005120000000000001
62,0.5163404123369618,0.7138171526400939,0.0004096000000000001
63,0.5078491392610698,0.6995081840002019,0.0004096000000000001
64,0.5068103069528882,0.6963588741162549,0.0004096000000000001
65,0.5032068437095938,0.6835251845743345,0.0004096000000000001
66,0.5021912862453953,0.6920497835330341,0.0004096000000000001
67,0.5036830130098491,0.690290653511234,0.0004096000000000001
68,0.4995749015429803,0.697958261422489,0.0004096000000000001
69,0.501081702014177,0.703304052028967,0.0004096000000000001
70,0.49829680618324845,0.6939737757910853,0.0004096000000000001
71,0.4990381268557587,0.6885743170328762,0.0004096000000000001
72,0.5011624881922099,0.6892271712422371,0.0004096000000000001
73,0.49909435350076736,0.6951664530712626,0.0003276800000000001
74,0.49158961625556663,0.7025963074487188,0.0003276800000000001
75,0.4887659546413985,0.6895764920374622,0.0003276800000000001
76,0.4877690051534519,0.6939414386516032,0.0003276800000000001
77,0.48704292809391375,0.686349662101787,0.0003276800000000001
78,0.48566501090007513,0.6948142874500026,0.0003276800000000001
79,0.48308601194642126,0.6922313399288965,0.0003276800000000001
80,0.4864810101440472,0.698429277409678,0.0003276800000000001
81,0.4820747949540395,0.6848638977693475,0.0002621440000000001
82,0.48306625971495004,0.6953454581291779,0.0002621440000000001
83,0.4771285667410636,0.6909464306157568,0.0002621440000000001
84,0.47782569980709316,0.683431773406008,0.0002621440000000001
85,0.4787647839621864,0.6837700828909874,0.0002621440000000001
86,0.47593313741508003,0.6905031113520913,0.0002621440000000001
87,0.47477784818828767,0.6839575735123261,0.0002621440000000001
88,0.47578563681387814,0.6739136126378308,0.0002621440000000001
89,0.47507234594038933,0.688081382409386,0.0002621440000000001
90,0.47209266663917315,0.6762378925214643,0.0002621440000000001
91,0.4770365550949125,0.6772876650742863,0.0002621440000000001
92,0.4714628972690484,0.6822527922365976,0.0002621440000000001
93,0.4719784211408608,0.6752193003245022,0.0002621440000000001
94,0.47236743327436415,0.6808617814727451,0.0002621440000000001
95,0.4707706890642863,0.6809911459036495,0.0002621440000000001
96,0.46985907704187935,0.6855286382462668,0.00020971520000000012
97,0.46772212625869525,0.6826695268568785,0.00020971520000000012
98,0.4623247217868087,0.6734349795657656,0.00020971520000000012
99,0.4637818512441487,0.6769141201739726,0.00020971520000000012
100,0.4650534502474584,0.6788678366852843,0.00020971520000000012
101,0.4607981568772854,0.6794774373588355,0.00020971520000000012
102,0.46219966200444973,0.6786372762011446,0.00020971520000000012
103,0.4612842669566179,0.6717529656446498,0.00020971520000000012
104,0.4624917002401669,0.6811122505561166,0.00020971520000000012
105,0.46254247998839376,0.6740868528899939,0.00020971520000000012
106,0.4619981278132689,0.6797008776794309,0.00020971520000000012
107,0.4560221209297321,0.6716024337903314,0.00020971520000000012
108,0.45986285882682376,0.6778464165070782,0.00020971520000000012
109,0.4602178278004551,0.6751551067699557,0.00020971520000000012
110,0.4607942308886905,0.6700033347891725,0.00020971520000000012
111,0.45761047276183686,0.6711530759930611,0.00020971520000000012
112,0.45851597673778605,0.6653675177822942,0.00020971520000000012
113,0.45623544947247663,0.6680490202877832,0.00020971520000000012
114,0.455978222108855,0.674891880672911,0.00020971520000000012
115,0.4566558372930407,0.6786306872963905,0.00020971520000000012
116,0.45795227471752803,0.6824700003084929,0.00020971520000000012
117,0.4560656378190016,0.6787262267392614,0.00020971520000000012
118,0.4531977441697983,0.6785135320995165,0.00020971520000000012
119,0.453360998652518,0.673737331253031,0.00020971520000000012
120,0.45200809220546284,0.6678678746456685,0.0001677721600000001
